,id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
17323,1509500380.0,15.0,4,2.5,2570,10155,2.0,0,0.0,3.0,9.0,2570.0,0.0,94.0,94.0,98030.0,47.3842,-122.17,2770.0,10155.0
17324,9809000010.0,15.0,5,2.5,3090,16583,2.0,0,0.0,4.0,9.0,3090.0,0.0,64.0,64.0,98004.0,47.6458,-122.218,3740.0,17853.0
17325,8722101100.0,15.0,3,1.75,2050,5160,1.5,0,0.0,4.0,8.0,1300.0,750.0,26.0,26.0,98112.0,47.6374,-122.304,2220.0,5960.0
17326,8651410670.0,14.0,3,1.0,920,6460,1.0,0,0.0,5.0,6.0,920.0,0.0,69.0,69.0,98042.0,47.3665,-122.082,920.0,4770.0
17327,3629830250.0,14.0,4,3.0,2320,4468,2.0,0,0.0,3.0,8.0,2160.0,160.0,99.0,99.0,98029.0,47.546,-122.009,2330.0,3541.0
17329,4168100020.0,14.0,3,1.0,1660,8800,1.0,0,0.0,4.0,7.0,960.0,700.0,63.0,63.0,98023.0,47.3212,-122.352,1370.0,10112.0
17330,814000020.0,15.0,3,1.0,1130,7000,1.0,0,0.0,3.0,6.0,830.0,300.0,44.0,44.0,98125.0,47.7132,-122.283,1050.0,7000.0
17331,7852010950.0,14.0,4,2.5,2550,5835,2.0,0,0.0,3.0,8.0,2550.0,0.0,98.0,98.0,98065.0,47.5373,-121.87,2420.0,5817.0
17332,2395710010.0,14.0,4,2.75,2420,5773,2.0,0,0.0,3.0,8.0,2420.0,0.0,105.0,105.0,98038.0,47.3772,-122.029,2420.0,6200.0
17333,3630000130.0,14.0,3,2.25,1470,1703,2.0,0,0.0,3.0,8.0,1470.0,0.0,105.0,105.0,98029.0,47.5478,-121.999,1380.0,1107.0
17334,2105200010.0,14.0,4,2.5,2030,39049,1.0,0,0.0,4.0,7.0,1530.0,500.0,53.0,53.0,98166.0,47.4413,-122.345,2400.0,14605.0
17335,2856100381.0,14.0,7,2.75,2310,2400,1.5,0,0.0,3.0,6.0,2310.0,0.0,15.0,15.0,98117.0,47.6775,-122.39,1340.0,3825.0
17337,3404700080.0,14.0,3,1.75,1900,43700,1.5,0,0.0,4.0,6.0,1900.0,0.0,19.0,19.0,98052.0,47.7265,-122.136,2070.0,43995.0
17338,1890000275.0,15.0,3,1.5,1940,3570,2.0,0,0.0,4.0,8.0,1740.0,200.0,16.0,16.0,98105.0,47.6618,-122.325,1580.0,3570.0
17339,7852000010.0,14.0,3,2.5,2420,8252,2.0,0,0.0,3.0,7.0,2420.0,0.0,98.0,98.0,98065.0,47.5382,-121.871,2420.0,5818.0
17340,5230300280.0,14.0,3,1.0,1010,9514,1.0,0,0.0,3.0,7.0,1010.0,0.0,69.0,69.0,98059.0,47.4936,-122.105,1010.0,9514.0
17341,4232902335.0,14.0,5,4.0,2710,2800,3.0,0,0.0,3.0,10.0,2380.0,330.0,74.0,108.0,98119.0,47.6346,-122.364,1530.0,3600.0
17342,4232900250.0,14.0,2,1.5,1340,3600,1.5,0,0.0,3.0,7.0,1340.0,0.0,3.0,3.0,98119.0,47.6358,-122.364,1340.0,3600.0
17343,1312930250.0,14.0,3,1.75,1310,9645,1.0,0,0.0,3.0,7.0,1310.0,0.0,79.0,79.0,98198.0,47.4051,-122.29,1440.0,9893.0
17344,6446200305.0,14.0,4,2.5,2650,30500,1.0,0,0.0,4.0,8.0,1680.0,970.0,60.0,60.0,98029.0,47.5535,-122.028,2650.0,30500.0
17345,7852020670.0,15.0,3,2.75,1890,3938,2.0,0,0.0,3.0,8.0,1890.0,0.0,99.0,99.0,98065.0,47.5336,-121.867,1890.0,4142.0
17346,4475000170.0,14.0,4,3.0,2580,5511,2.0,0,0.0,3.0,8.0,2580.0,0.0,99.0,99.0,98058.0,47.4286,-122.185,2010.0,5600.0
17347,7202360170.0,14.0,4,2.75,3500,7200,2.0,0,0.0,3.0,9.0,3500.0,0.0,105.0,105.0,98053.0,47.6818,-122.025,3920.0,7666.0
17348,6146600185.0,14.0,2,1.0,1040,13100,1.0,0,0.0,5.0,6.0,1040.0,0.0,12.0,12.0,98032.0,47.3877,-122.234,910.0,5080.0
17350,3905040780.0,14.0,4,3.0,2190,5085,2.0,0,0.0,4.0,8.0,2190.0,0.0,92.0,92.0,98029.0,47.5693,-122.002,2130.0,5142.0
17351,2488200168.0,14.0,3,1.75,1530,4000,2.0,0,0.0,3.0,8.0,1530.0,0.0,85.0,85.0,98136.0,47.5239,-122.388,2140.0,5000.0
17352,3336000170.0,14.0,4,1.0,1480,6500,1.5,0,0.0,4.0,7.0,1480.0,0.0,14.0,14.0,98118.0,47.5282,-122.267,2380.0,6000.0
17354,303800020.0,15.0,3,2.75,3370,13929,2.0,0,0.0,3.0,9.0,2650.0,720.0,86.0,86.0,98092.0,47.3411,-122.197,2150.0,14048.0
17355,3971700670.0,15.0,5,2.5,2100,14395,1.0,0,0.0,3.0,7.0,1140.0,960.0,83.0,83.0,98155.0,47.7723,-122.317,1830.0,8700.0
17356,2481610050.0,14.0,4,3.0,3370,47959,2.0,0,0.0,4.0,10.0,3370.0,0.0,81.0,81.0,98072.0,47.733,-122.129,3370.0,38896.0
17357,4154304505.0,14.0,2,1.0,2240,7200,1.0,0,0.0,4.0,7.0,1120.0,1120.0,40.0,40.0,98118.0,47.5631,-122.271,1390.0,6000.0
17358,7202330170.0,14.0,3,2.5,1650,3031,2.0,0,0.0,3.0,7.0,1650.0,0.0,103.0,103.0,98053.0,47.682,-122.034,1560.0,3070.0
17359,9430100020.0,14.0,4,2.75,2630,7505,2.0,0,0.0,3.0,8.0,2630.0,0.0,94.0,94.0,98052.0,47.6846,-122.163,2670.0,7506.0
17360,2436700280.0,14.0,4,1.75,2330,4000,2.0,0,0.0,5.0,8.0,1300.0,1030.0,24.0,24.0,98105.0,47.666,-122.289,2040.0,4000.0
17361,7525211410.0,14.0,3,2.5,1970,2752,2.0,0,0.0,3.0,8.0,1970.0,0.0,78.0,78.0,98052.0,47.6345,-122.108,1850.0,2778.0
17363,4067600255.0,14.0,2,1.0,590,10945,1.5,0,0.0,3.0,5.0,590.0,0.0,83.0,83.0,98010.0,47.3364,-122.033,2020.0,15180.0
17364,7853302130.0,14.0,3,2.5,2060,4399,2.0,0,0.0,3.0,7.0,2060.0,0.0,107.0,107.0,98065.0,47.5415,-121.884,2060.0,4399.0
17365,811000050.0,14.0,3,1.5,1890,5000,1.5,0,0.0,3.0,9.0,1890.0,0.0,29.0,29.0,98109.0,47.6312,-122.353,2560.0,5000.0
17366,8691330130.0,14.0,4,2.5,2810,10986,2.0,0,0.0,3.0,10.0,2810.0,0.0,97.0,97.0,98075.0,47.5943,-121.981,3540.0,10986.0
17367,6623400050.0,14.0,4,1.0,1470,18581,1.5,0,0.0,3.0,6.0,1470.0,0.0,24.0,24.0,98055.0,47.4336,-122.197,1770.0,18581.0
17368,9542801410.0,15.0,4,1.75,2190,8400,2.0,0,0.0,2.0,8.0,2190.0,0.0,78.0,78.0,98023.0,47.3003,-122.373,2410.0,7700.0
17369,7202330190.0,14.0,3,2.5,1440,3060,2.0,0,0.0,3.0,7.0,1440.0,0.0,103.0,103.0,98053.0,47.6821,-122.035,1650.0,3060.0
17370,3303950660.0,14.0,3,3.0,2480,14141,1.0,0,0.0,3.0,8.0,1500.0,980.0,94.0,94.0,98038.0,47.3778,-122.033,2480.0,10667.0
17371,4140930010.0,14.0,4,2.5,2780,6737,2.0,0,0.0,3.0,9.0,2780.0,0.0,102.0,102.0,98006.0,47.5656,-122.122,2750.0,7950.0
17372,2724069169.0,14.0,4,3.0,2180,12196,2.0,0,0.0,4.0,7.0,2180.0,0.0,68.0,68.0,98027.0,47.5338,-122.033,1500.0,6534.0
17373,7979900430.0,14.0,3,2.25,3340,13805,1.0,0,0.0,3.0,8.0,3340.0,0.0,50.0,92.0,98155.0,47.744,-122.292,2060.0,12304.0
17374,1338300010.0,14.0,3,2.25,2560,3996,1.5,0,0.0,3.0,8.0,2150.0,410.0,10.0,10.0,98112.0,47.6321,-122.306,2970.0,4320.0
17377,6821102385.0,15.0,2,1.0,900,1818,2.0,0,0.0,4.0,7.0,900.0,0.0,45.0,45.0,98199.0,47.6485,-122.397,1570.0,1830.0
17378,6600410480.0,14.0,3,1.0,1010,9920,1.0,0,0.0,3.0,6.0,1010.0,0.0,77.0,77.0,98042.0,47.3238,-122.14,1270.0,9680.0
17379,4146800050.0,14.0,3,2.0,1580,5289,1.0,0,0.0,3.0,7.0,870.0,710.0,40.0,40.0,98103.0,47.6881,-122.342,1310.0,5535.0
17380,3793500050.0,15.0,3,2.5,1890,6300,2.0,0,0.0,3.0,7.0,1890.0,0.0,103.0,103.0,98038.0,47.3673,-122.031,2100.0,6525.0
17381,641900050.0,14.0,4,2.25,2160,8817,1.0,0,0.0,3.0,7.0,1460.0,700.0,65.0,65.0,98133.0,47.7595,-122.356,1880.0,8817.0
17382,641900050.0,15.0,4,2.25,2160,8817,1.0,0,0.0,3.0,7.0,1460.0,700.0,65.0,65.0,98133.0,47.7595,-122.356,1880.0,8817.0
17383,2402100715.0,14.0,2,1.0,1410,5101,1.5,0,0.0,3.0,8.0,1410.0,0.0,27.0,27.0,98103.0,47.6872,-122.333,1410.0,4224.0
17384,1453602313.0,14.0,2,1.5,1430,1650,3.0,0,0.0,3.0,7.0,1430.0,0.0,99.0,99.0,98125.0,47.7222,-122.29,1430.0,1650.0
17385,1890000225.0,14.0,6,1.75,2380,4080,2.0,0,0.0,3.0,8.0,2380.0,0.0,17.0,17.0,98105.0,47.6629,-122.325,2030.0,4080.0
17387,6413600290.0,14.0,3,1.0,1030,6127,1.0,0,0.0,3.0,7.0,880.0,150.0,47.0,47.0,98125.0,47.7192,-122.32,1610.0,6127.0
17388,952006728.0,14.0,3,2.5,1070,1155,2.0,0,0.0,3.0,7.0,720.0,350.0,105.0,105.0,98102.0,47.5617,-122.385,1120.0,2594.0
17389,1088801350.0,15.0,3,2.5,2320,9610,1.0,0,0.0,3.0,9.0,1730.0,590.0,90.0,90.0,98011.0,47.7394,-122.204,2450.0,9608.0
17390,3575302759.0,14.0,2,1.75,1270,7500,1.0,0,0.0,4.0,7.0,1270.0,0.0,82.0,82.0,98074.0,47.6186,-122.063,1280.0,7500.0
17392,8651410190.0,14.0,3,1.0,920,4875,1.0,0,0.0,5.0,6.0,920.0,0.0,69.0,69.0,98042.0,47.3648,-122.081,960.0,5200.0
17393,1823099028.0,14.0,3,2.0,1790,32379,1.0,0,0.0,3.0,7.0,1790.0,0.0,107.0,107.0,98045.0,47.4826,-121.698,2290.0,43560.0
17394,745000005.0,14.0,1,0.75,480,9750,1.0,0,0.0,2.0,4.0,480.0,0.0,48.0,48.0,98146.0,47.4982,-122.362,1550.0,9924.0
17395,9414700020.0,15.0,4,3.0,2483,5701,2.0,0,0.0,3.0,8.0,2483.0,0.0,105.0,105.0,98030.0,47.3623,-122.199,2075.0,5720.0
17396,2331300415.0,14.0,3,2.25,2140,3000,2.0,0,0.0,3.0,9.0,2140.0,0.0,5.0,106.0,98103.0,47.6767,-122.351,1430.0,4712.0
17397,6815100380.0,15.0,3,1.75,1900,4000,1.0,0,0.0,3.0,7.0,1300.0,600.0,65.0,65.0,98103.0,47.6854,-122.331,1880.0,4000.0
17398,7575610250.0,14.0,3,2.25,1650,7739,1.0,0,0.0,3.0,8.0,1290.0,360.0,86.0,86.0,98003.0,47.3532,-122.304,1650.0,6033.0
17399,5153900080.0,14.0,3,1.0,1510,9100,1.0,0,0.0,3.0,7.0,1510.0,0.0,66.0,66.0,98003.0,47.3331,-122.319,1180.0,7220.0
17400,7525410190.0,14.0,3,1.75,2910,35200,1.5,0,0.0,3.0,8.0,2910.0,0.0,79.0,79.0,98075.0,47.5747,-122.035,2590.0,37500.0
17401,6819100020.0,14.0,4,4.25,4960,6000,2.5,0,0.0,3.0,11.0,3680.0,1280.0,9.0,103.0,98109.0,47.6437,-122.356,2160.0,4080.0
17402,1868902745.0,14.0,3,2.0,2710,4500,1.5,0,0.0,4.0,8.0,1880.0,830.0,29.0,29.0,98115.0,47.6747,-122.295,2060.0,4500.0
17403,3783100080.0,14.0,3,1.5,1810,29308,1.0,0,0.0,3.0,7.0,950.0,860.0,83.0,83.0,98042.0,47.3585,-122.067,1790.0,37531.0
17404,3327750020.0,14.0,3,1.0,940,9198,1.0,0,0.0,3.0,7.0,940.0,0.0,68.0,68.0,98052.0,47.6889,-122.117,1430.0,8370.0
17405,1112700010.0,14.0,3,2.25,1600,10240,1.0,0,0.0,3.0,7.0,1090.0,510.0,79.0,79.0,98034.0,47.7281,-122.232,1520.0,9394.0
17406,9269260420.0,14.0,4,2.5,2640,3899,2.0,0,0.0,3.0,7.0,2640.0,0.0,100.0,100.0,98011.0,47.754,-122.217,2460.0,4057.0
17408,8673400190.0,14.0,3,2.5,1630,1587,3.0,0,0.0,3.0,8.0,1630.0,0.0,104.0,104.0,98107.0,47.6693,-122.393,1500.0,1527.0
17409,1951600250.0,15.0,3,1.0,830,9600,1.0,0,0.0,3.0,7.0,830.0,0.0,59.0,59.0,98032.0,47.3698,-122.297,1240.0,9198.0
17410,3296900280.0,15.0,3,2.5,1800,14036,2.0,0,0.0,3.0,8.0,1800.0,0.0,93.0,93.0,98019.0,47.7334,-121.97,2450.0,14025.0
17411,5459000305.0,15.0,3,2.25,2060,9953,1.0,0,0.0,5.0,8.0,1070.0,990.0,64.0,64.0,98040.0,47.5767,-122.233,2340.0,9600.0
17413,5212000020.0,15.0,4,2.75,1910,11356,1.0,0,0.0,5.0,7.0,1160.0,750.0,77.0,77.0,98033.0,47.6999,-122.2,1770.0,11357.0
17415,6450303235.0,14.0,3,1.5,1320,2625,2.0,0,0.0,3.0,7.0,1320.0,0.0,86.0,86.0,98133.0,47.7316,-122.338,1230.0,5250.0
17416,7227501190.0,15.0,3,1.0,1220,5038,1.0,0,0.0,5.0,6.0,1220.0,0.0,42.0,42.0,98056.0,47.496,-122.189,1140.0,5038.0
17417,7853300020.0,15.0,5,2.75,3100,5298,2.0,0,0.0,3.0,7.0,3100.0,0.0,107.0,107.0,98065.0,47.5369,-121.887,2440.0,5250.0
17418,2922703235.0,14.0,1,1.0,550,5700,1.0,0,0.0,2.0,6.0,550.0,0.0,16.0,16.0,98117.0,47.6846,-122.366,1100.0,4560.0
17419,6138000095.0,14.0,3,1.0,1080,10639,1.5,0,0.0,3.0,7.0,1080.0,0.0,53.0,53.0,98002.0,47.3171,-122.219,1470.0,10600.0
17420,2356800020.0,14.0,2,1.0,880,6650,1.0,0,0.0,5.0,6.0,880.0,0.0,18.0,18.0,98117.0,47.6914,-122.372,1250.0,6650.0
17421,5379805495.0,15.0,2,1.0,720,8914,1.0,0,0.0,3.0,6.0,720.0,0.0,49.0,49.0,98188.0,47.4488,-122.274,1100.0,8916.0
17422,3861440010.0,14.0,4,2.75,2030,9120,1.0,0,0.0,4.0,7.0,2030.0,0.0,88.0,88.0,98003.0,47.282,-122.303,1790.0,7627.0
17424,3388000080.0,15.0,3,1.0,1570,8316,1.0,0,0.0,3.0,7.0,1070.0,500.0,62.0,62.0,98031.0,47.3943,-122.198,2030.0,8295.0
17425,480000170.0,14.0,2,1.0,1500,3420,1.0,0,0.0,3.0,7.0,1500.0,0.0,2.0,2.0,98103.0,47.661,-122.338,2050.0,3420.0
17426,2597650660.0,14.0,4,2.5,3180,15358,2.0,0,0.0,3.0,9.0,3180.0,0.0,88.0,88.0,98027.0,47.5172,-122.053,3020.0,15522.0
17427,7304300470.0,14.0,3,1.75,1260,11224,1.0,0,0.0,5.0,7.0,1260.0,0.0,47.0,47.0,98155.0,47.7444,-122.321,1570.0,11052.0
17428,7334600170.0,14.0,3,1.5,1390,13860,2.0,0,0.0,3.0,7.0,1390.0,0.0,79.0,79.0,98045.0,47.4704,-121.747,1390.0,11860.0
17429,7222000244.0,15.0,3,3.0,2850,9375,1.0,0,0.0,3.0,8.0,2240.0,610.0,77.0,77.0,98055.0,47.4655,-122.209,1800.0,9375.0
17430,9558020840.0,15.0,4,2.5,2070,2992,2.0,0,0.0,3.0,8.0,2070.0,0.0,102.0,102.0,98058.0,47.4496,-122.12,1900.0,2957.0
17432,8732190380.0,15.0,3,1.75,1220,8817,1.0,0,0.0,3.0,7.0,1220.0,0.0,78.0,78.0,98023.0,47.3111,-122.396,2000.0,8028.0
17433,2249800080.0,14.0,3,2.0,1630,8702,1.0,0,0.0,3.0,9.0,1630.0,0.0,87.0,87.0,98056.0,47.5168,-122.193,2250.0,9890.0
17434,2062600020.0,14.0,2,2.5,1785,779,2.0,0,0.0,3.0,7.0,1595.0,190.0,75.0,75.0,98004.0,47.5959,-122.198,1780.0,794.0
17435,7660100309.0,14.0,3,2.5,1260,972,2.0,0,0.0,3.0,8.0,840.0,420.0,108.0,108.0,98144.0,47.5872,-122.316,1270.0,925.0
17436,6093900280.0,14.0,3,1.5,1380,11130,1.0,0,0.0,3.0,7.0,1380.0,0.0,60.0,60.0,98003.0,47.3146,-122.323,1380.0,9200.0
17437,4154303125.0,15.0,3,1.75,2330,7200,1.0,0,0.0,4.0,8.0,1320.0,1010.0,50.0,50.0,98118.0,47.565,-122.274,1820.0,7200.0
17438,2695600005.0,14.0,2,1.0,840,4239,1.0,0,0.0,3.0,7.0,840.0,0.0,48.0,48.0,98126.0,47.5319,-122.382,1120.0,4494.0
17439,3826500020.0,14.0,3,2.25,1730,9516,1.0,0,0.0,3.0,8.0,1180.0,550.0,78.0,78.0,98030.0,47.3823,-122.166,1870.0,8165.0
17440,9238440130.0,14.0,4,2.5,2230,5970,2.0,0,0.0,4.0,7.0,2230.0,0.0,102.0,102.0,98042.0,47.3745,-122.131,1970.0,4919.0
17441,3630030010.0,14.0,3,2.5,1790,4038,2.0,0,0.0,3.0,8.0,1790.0,0.0,105.0,105.0,98029.0,47.5499,-121.998,1700.0,3365.0
17442,1592000130.0,14.0,3,2.5,2280,10879,2.0,0,0.0,3.0,9.0,2280.0,0.0,84.0,84.0,98074.0,47.6217,-122.034,2400.0,9536.0
17445,4038700680.0,14.0,5,3.0,2230,8560,1.0,0,0.0,3.0,8.0,1150.0,1080.0,60.0,114.0,98008.0,47.6154,-122.115,2040.0,8560.0
17447,6392003810.0,14.0,4,1.75,1814,5000,1.0,0,0.0,4.0,7.0,944.0,870.0,51.0,51.0,98115.0,47.684,-122.281,1290.0,5000.0
17448,7806210250.0,15.0,4,1.75,1920,9350,1.0,0,0.0,4.0,7.0,1000.0,920.0,77.0,77.0,98002.0,47.292,-122.195,1910.0,8400.0
17449,2919200440.0,15.0,4,2.5,1860,3840,1.5,0,0.0,3.0,7.0,1170.0,690.0,28.0,114.0,98117.0,47.6886,-122.359,1400.0,3840.0
17450,6751500185.0,15.0,5,3.0,2750,10000,1.0,0,0.0,4.0,7.0,1730.0,1020.0,57.0,57.0,98008.0,47.5878,-122.13,2520.0,10000.0
17451,5137300130.0,14.0,4,2.5,1930,9653,1.0,0,0.0,4.0,9.0,1930.0,0.0,68.0,68.0,98023.0,47.3367,-122.335,2100.0,10454.0
17452,2744000010.0,14.0,3,2.5,1950,8251,2.0,0,0.0,3.0,7.0,1950.0,0.0,90.0,90.0,98001.0,47.343,-122.28,1540.0,8588.0
17453,4279600010.0,14.0,6,3.0,2470,9328,2.0,0,0.0,3.0,8.0,2470.0,0.0,82.0,82.0,98007.0,47.6025,-122.153,2470.0,9454.0
17454,2540830020.0,15.0,3,2.25,1630,6449,1.0,0,0.0,3.0,7.0,1310.0,320.0,86.0,86.0,98011.0,47.7275,-122.232,1620.0,7429.0
17455,7214800190.0,15.0,4,2.25,2110,16200,1.0,0,0.0,3.0,8.0,1630.0,480.0,78.0,78.0,98072.0,47.752,-122.144,2370.0,16000.0
17457,859000022.0,14.0,3,2.5,1740,1844,2.0,0,0.0,3.0,8.0,1320.0,420.0,108.0,108.0,98106.0,47.5248,-122.365,1740.0,1789.0
17459,3625700010.0,14.0,5,4.0,4510,15175,2.0,0,0.0,3.0,10.0,4510.0,0.0,69.0,102.0,98040.0,47.5309,-122.228,3510.0,13500.0
17460,7335400020.0,14.0,3,1.0,1090,6710,1.5,0,0.0,5.0,5.0,1090.0,0.0,12.0,12.0,98002.0,47.3066,-122.217,1170.0,6708.0
17461,8902000050.0,14.0,3,1.75,1720,7200,1.0,0,0.0,3.0,7.0,1420.0,300.0,59.0,59.0,98125.0,47.7062,-122.304,1380.0,8000.0
17462,1972200698.0,14.0,2,3.25,1400,1243,3.0,0,0.0,3.0,8.0,1400.0,0.0,100.0,100.0,98103.0,47.6534,-122.353,1400.0,1335.0
17463,415100010.0,14.0,4,2.5,2090,9702,1.0,0,0.0,5.0,7.0,1320.0,770.0,65.0,65.0,98133.0,47.7467,-122.339,1850.0,7200.0
17464,5500200010.0,14.0,3,1.75,1580,9049,1.0,0,0.0,3.0,8.0,1580.0,0.0,66.0,66.0,98177.0,47.7776,-122.375,2100.0,8446.0
17465,1842390130.0,14.0,4,2.5,2620,19864,2.0,0,0.0,4.0,8.0,2620.0,0.0,84.0,84.0,98052.0,47.7014,-122.122,2500.0,13285.0
17466,6362900007.0,14.0,3,2.0,1500,2506,1.0,0,0.0,3.0,7.0,870.0,630.0,103.0,103.0,98144.0,47.5962,-122.301,1500.0,4662.0
17467,5466380050.0,14.0,4,2.5,2030,5202,2.0,0,0.0,3.0,8.0,2030.0,0.0,101.0,101.0,98031.0,47.388,-122.176,2260.0,5232.0
17468,7417700185.0,15.0,3,1.0,1020,8484,1.0,0,0.0,3.0,6.0,1020.0,0.0,49.0,49.0,98155.0,47.7719,-122.31,1180.0,9660.0
17469,4127000050.0,15.0,3,2.5,1540,7120,1.0,0,0.0,3.0,7.0,770.0,770.0,38.0,113.0,98038.0,47.3729,-122.037,1000.0,6638.0
17470,8084900170.0,14.0,5,3.0,3910,16200,1.0,0,0.0,4.0,9.0,2890.0,1020.0,60.0,60.0,98004.0,47.6326,-122.217,3620.0,16200.0
17471,2205700470.0,15.0,5,4.25,3920,11412,2.0,0,0.0,3.0,7.0,3920.0,0.0,55.0,105.0,98006.0,47.5766,-122.151,1400.0,9750.0
17472,3629200020.0,15.0,4,2.5,3180,10105,2.0,0,0.0,4.0,9.0,3180.0,0.0,86.0,86.0,98040.0,47.5328,-122.226,2670.0,10355.0
17473,6070800050.0,15.0,3,2.5,2330,9160,2.0,0,0.0,3.0,9.0,2330.0,0.0,97.0,97.0,98006.0,47.5467,-122.181,2460.0,9160.0
17475,8815400020.0,14.0,4,1.75,1950,4200,1.0,0,0.0,5.0,7.0,1040.0,910.0,51.0,51.0,98115.0,47.6755,-122.285,1450.0,5000.0
17477,5006000170.0,15.0,4,1.0,1130,8308,1.5,0,0.0,4.0,6.0,1130.0,0.0,44.0,44.0,98166.0,47.4669,-122.355,1130.0,8652.0
17478,7202310010.0,14.0,3,2.5,2620,4800,2.0,0,0.0,3.0,7.0,2620.0,0.0,102.0,102.0,98053.0,47.6849,-122.037,2400.0,4756.0
17480,1525079056.0,14.0,3,1.75,1800,23103,1.0,0,0.0,3.0,7.0,1800.0,0.0,68.0,68.0,98014.0,47.6517,-121.906,1410.0,18163.0
17482,7387500235.0,14.0,3,1.75,1960,8136,1.0,0,0.0,3.0,7.0,980.0,980.0,48.0,48.0,98106.0,47.5208,-122.364,1070.0,7480.0
17483,7387500235.0,15.0,3,1.75,1960,8136,1.0,0,0.0,3.0,7.0,980.0,980.0,48.0,48.0,98106.0,47.5208,-122.364,1070.0,7480.0
17484,3726800010.0,14.0,2,1.0,1150,3600,1.0,0,0.0,3.0,6.0,1150.0,0.0,10.0,10.0,98144.0,47.5729,-122.31,1160.0,4000.0
17485,2621760290.0,14.0,4,2.5,2800,6820,2.0,0,0.0,4.0,7.0,2800.0,0.0,97.0,97.0,98042.0,47.3695,-122.108,2060.0,6820.0
17486,6046401300.0,14.0,3,2.0,1310,2550,1.0,0,0.0,3.0,7.0,780.0,530.0,86.0,86.0,98103.0,47.6911,-122.35,1460.0,5100.0
17488,6608500290.0,14.0,3,2.5,1430,10200,1.0,0,0.0,3.0,7.0,1430.0,0.0,60.0,60.0,98033.0,47.7012,-122.166,1470.0,10350.0
17490,4331000190.0,14.0,3,1.0,1290,11250,1.0,0,0.0,3.0,7.0,1290.0,0.0,56.0,56.0,98166.0,47.4743,-122.341,1410.0,11196.0
17491,5101400994.0,14.0,2,1.0,760,6380,1.0,0,0.0,3.0,6.0,760.0,0.0,41.0,41.0,98115.0,47.6914,-122.31,1590.0,6380.0
17492,1615900020.0,15.0,6,2.0,2780,13950,2.5,0,0.0,4.0,7.0,2780.0,0.0,55.0,64.0,98030.0,47.3738,-122.226,2120.0,13950.0
17493,2804600005.0,14.0,3,2.0,2090,4077,1.5,0,0.0,4.0,8.0,1530.0,560.0,31.0,31.0,98112.0,47.6433,-122.3,2010.0,4132.0
17495,6303401365.0,14.0,3,1.0,1110,7962,1.0,0,0.0,3.0,7.0,1110.0,0.0,62.0,62.0,98146.0,47.5035,-122.36,1200.0,8094.0
17496,2817850290.0,14.0,3,2.0,1790,7879,1.5,0,0.0,3.0,7.0,1790.0,0.0,98.0,98.0,98001.0,47.2634,-122.289,1790.0,7879.0
17497,3205100080.0,14.0,3,1.5,1830,9848,1.0,0,0.0,5.0,7.0,1830.0,0.0,62.0,62.0,98056.0,47.539,-122.18,1830.0,8168.0
17499,7889601300.0,15.0,3,1.0,1420,6000,1.0,0,0.0,3.0,6.0,1420.0,0.0,41.0,41.0,98146.0,47.4913,-122.336,1480.0,6000.0
17500,8151600101.0,15.0,2,1.0,790,7252,1.0,0,0.0,3.0,5.0,790.0,0.0,30.0,30.0,98146.0,47.5048,-122.365,1260.0,11470.0
17501,3764650010.0,15.0,3,2.5,2300,4307,2.0,0,0.0,3.0,8.0,2300.0,0.0,98.0,98.0,98034.0,47.7326,-122.197,2010.0,4307.0
17503,4345000440.0,15.0,3,2.0,1310,7349,1.0,0,0.0,3.0,7.0,870.0,440.0,95.0,95.0,98030.0,47.3639,-122.186,1690.0,6580.0
17504,1822059073.0,15.0,3,1.0,1380,12000,1.0,0,0.0,3.0,7.0,1380.0,0.0,63.0,63.0,98031.0,47.3997,-122.215,1890.0,22001.0
17505,2600130190.0,14.0,4,2.5,2790,10289,2.0,0,0.0,3.0,9.0,2790.0,0.0,87.0,87.0,98006.0,47.5483,-122.158,2650.0,10126.0
17506,7985100190.0,15.0,3,2.5,1360,7293,2.0,0,0.0,3.0,8.0,1360.0,0.0,88.0,88.0,98003.0,47.3304,-122.302,1540.0,7353.0
17507,305010050.0,14.0,4,2.5,2510,5936,2.0,0,0.0,3.0,9.0,2510.0,0.0,98.0,98.0,98075.0,47.5847,-122.032,2760.0,6060.0
17509,952003340.0,14.0,2,1.0,780,3910,1.0,0,0.0,3.0,6.0,780.0,0.0,18.0,18.0,98126.0,47.566,-122.38,1500.0,5060.0
17510,3347401315.0,14.0,3,2.0,1410,7998,1.0,0,0.0,4.0,7.0,1410.0,0.0,40.0,40.0,98178.0,47.4968,-122.277,1780.0,8278.0
17511,513000585.0,14.0,4,2.0,2530,5650,1.5,0,0.0,4.0,8.0,1910.0,620.0,10.0,10.0,98116.0,47.5778,-122.382,1310.0,5750.0
17512,1049010050.0,14.0,3,2.0,1270,6760,1.0,0,0.0,5.0,7.0,1270.0,0.0,72.0,72.0,98034.0,47.7381,-122.179,1550.0,5734.0
17514,4206901435.0,15.0,2,1.75,1450,4000,1.5,0,0.0,4.0,7.0,1350.0,100.0,3.0,3.0,98105.0,47.6571,-122.326,1310.0,4000.0
